,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Sl No,Cast Number,Posting Date,Grade,Wt(MT),%SI,%FE,%TI,%V,%CU,%MN,OTHIMP,%AL
,*98,857232,28.05.2024,W000,23.915,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,*99,857234,28.05.2024,W000,10.582,0.06,0.14,0.001,0.003,0.001,0.003,0.02,99.772
,*00,857238,29.05.2024,W000,30.551,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,*01,857242,29.05.2024,W000,12.35,0.06,0.14,0.002,0.007,0.001,0.004,0.02,99.766
,*02,857246,30.05.2024,W000,34.991,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,*03,857250,30.05.2024,W000,28.754,0.06,0.14,0.001,0.003,0.001,0.003,0.02,99.772
,*04,857254,31.05.2024,W000,30.089,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,*05,857258,31.05.2024,W000,36.385,0.06,0.14,0.002,0.002,0.001,0.004,0.02,99.771
,*06,857262,01.06.2024,W000,30.881,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,*07,857266,01.06.2024,W000,28.376,0.05,0.14,0.001,0.003,0.001,0.003,0.02,99.782
,*08,857270,01.06.2024,W000,24.413,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,*09,857274,02.06.2024,W000,34.877,0.06,0.12,0.002,0.004,0.001,0.003,0.02,99.79
,*10,857278,02.06.2024,W000,24.526,0.05,0.13,0.001,0.002,0.001,0.003,0.02,99.793
,*11,857282,03.06.2024,W000,22.626,0.06,0.26,0.002,0.003,0.001,0.004,0.02,99.65
,*12,857286,03.06.2024,W000,28.791,0.05,0.16,0.002,0.003,0.001,0.003,0.02,99.761
,*13,857290,04.06.2024,W000,30.829,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,*14,857294,04.06.2024,W000,28.613,0.05,0.14,0.001,0.002,0.001,0.004,0.02,99.782
,*15,857298,04.06.2024,W000,9.959,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,*16,857302,05.06.2024,W000,34.862,0.05,0.17,0.001,0.002,0.001,0.003,0.02,99.753
,*17,857306,05.06.2024,W000,22.125,0.06,0.13,0.003,0.008,0.001,0.004,0.02,99.774
,*18,857310,06.06.2024,W000,38.951,0.05,0.17,0.002,0.005,0.001,0.004,0.02,99.748
,*19,857314,06.06.2024,W000,30.809,0.06,0.13,0.001,0.003,0.001,0.003,0.02,99.782
,*20,857318,07.06.2024,W000,26.625,0.06,0.15,0.002,0.004,0.001,0.003,0.02,99.76
,*21,857322,07.06.2024,W000,34.733,0.05,0.16,0.001,0.001,0.001,0.004,0.02,99.763
,*22,857326,08.06.2024,W000,18.349,0.06,0.13,0.002,0.003,0.001,0.003,0.02,99.781
,*23,857330,08.06.2024,W000,20.411,0.06,0.17,0.001,0.003,0.001,0.004,0.02,99.741
,*24,857334,08.06.2024,W000,22.588,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,*25,857338,09.06.2024,W000,20.524,0.06,0.14,0.002,0.006,0.001,0.003,0.02,99.768
,*26,857344,10.06.2024,W000,20.362,0.06,0.14,0.001,0.003,0.001,0.003,0.02,99.772
,*27,857350,10.06.2024,W000,5.955,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,*28,857356,12.06.2024,W000,24.712,0.06,0.16,0.001,0.003,0.001,0.004,0.02,99.751
,*29,857360,13.06.2024,W000,32.091,0.06,0.16,0.002,0.007,0.001,0.003,0.02,99.747
,*30,857364,13.06.2024,W000,28.881,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,*31,857368,14.06.2024,W000,35.769,0.06,0.19,0.001,0.002,0.001,0.003,0.02,99.723
,*32,857372,15.06.2024,W000,26.729,0.06,0.17,0.003,0.011,0.001,0.004,0.02,99.731
,*33,857376,15.06.2024,W000,34.62,0.06,0.2,0.002,0.007,0.001,0.004,0.02,99.706
,*34,857380,16.06.2024,W000,37.046,0.05,0.17,0.001,0.001,0.001,0.003,0.02,99.754
,*35,857384,16.06.2024,W000,37.173,0.06,0.13,0.001,0.003,0.001,0.003,0.02,99.782
,*36,857388,17.06.2024,W000,26.947,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,*37,857392,17.06.2024,W000,26.271,0.05,0.14,0.003,0.008,0.001,0.003,0.02,99.775
,*38,857396,17.06.2024,W000,28.844,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,*39,857400,18.06.2024,W000,28.776,0.06,0.14,0.002,0.003,0.001,0.003,0.02,99.771
,*40,857404,19.06.2024,W000,26.177,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,*41,857408,19.06.2024,W000,31.035,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,*42,857412,19.06.2024,W000,20.517,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,*43,857416,20.06.2024,W000,39.063,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,*44,857420,20.06.2024,W000,16.576,0.05,0.16,0.001,0.002,0.001,0.003,0.02,99.763
,*45,857424,21.06.2024,W000,33.095,0.05,0.14,0.001,0.002,0.001,0.004,0.02,99.782
,*46,857428,21.06.2024,W000,33.053,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,*47,857432,22.06.2024,W000,24.495,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,*48,857436,22.06.2024,W000,30.836,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,*49,857440,23.06.2024,W000,10.328,0.05,0.12,0.001,0.002,0.001,0.003,0.02,99.803
,*50,857444,23.06.2024,W000,26.625,0.05,0.14,0.002,0.006,0.001,0.004,0.02,99.777
,*51,857448,23.06.2024,W000,24.736,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,*52,857452,24.06.2024,W000,28.106,0.06,0.14,0.001,0.002,0.001,0.004,0.02,99.772
,*53,857456,24.06.2024,W000,30.73,0.05,0.13,0.001,0.004,0.001,0.003,0.02,99.791
,*54,857460,24.06.2024,W000,12.367,0.05,0.14,0.001,0.002,0.001,0.003,0.02,99.783
,*55,857466,26.06.2024,W000,18.989,0.06,0.14,0.001,0.001,0.001,0.003,0.02,99.774
,*56,857470,26.06.2024,W000,29.237,0.06,0.19,0.001,0.001,0.001,0.004,0.02,99.723
,*57,857474,26.06.2024,W000,8.01,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,*58,857478,27.06.2024,W000,40.203,0.05,0.15,0.001,0.002,0.001,0.003,0.02,99.773
,*59,857482,27.06.2024,W000,20.277,0.06,0.2,0.001,0.001,0.001,0.004,0.02,99.713
,*60,857486,28.06.2024,W000,35.733,0.06,0.19,0.001,0.002,0.001,0.003,0.02,99.723
,*61,857490,28.06.2024,W000,26.528,0.05,0.12,0.001,0.002,0.001,0.003,0.02,99.803
,*62,857494,29.06.2024,W000,29.857,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,*63,857498,29.06.2024,W000,28.72,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,*64,857502,29.06.2024,W000,16.484,0.06,0.17,0.002,0.01,0.001,0.004,0.02,99.733
,*65,857506,30.06.2024,W000,30.061,0.06,0.19,0.003,0.011,0.001,0.004,0.02,99.711
,*66,857510,30.06.2024,W000,32.298,0.06,0.14,0.002,0.002,0.001,0.003,0.02,99.772
,*67,857514,01.07.2024,W000,28.889,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,*68,857518,01.07.2024,W000,37.029,0.06,0.17,0.001,0.001,0.001,0.004,0.02,99.743
,*69,857522,02.07.2024,W000,20.697,0.06,0.15,0.001,0.001,0.001,0.004,0.02,99.763
,*70,857526,02.07.2024,W000,32.585,0.05,0.18,0.003,0.012,0.001,0.004,0.02,99.73
,*71,857530,03.07.2024,W000,29.078,0.05,0.17,0.003,0.012,0.001,0.003,0.02,99.741
,*72,857534,03.07.2024,W000,26.812,0.06,0.15,0.002,0.003,0.001,0.004,0.02,99.76
,*73,857538,04.07.2024,W000,28.984,0.06,0.19,0.003,0.012,0.001,0.004,0.02,99.71
,*74,857542,04.07.2024,W000,24.861,0.06,0.19,0.002,0.004,0.001,0.004,0.02,99.719
,*75,857546,04.07.2024,W000,28.837,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,*76,857550,05.07.2024,W000,33.072,0.06,0.14,0.002,0.005,0.001,0.003,0.02,99.769
,*77,857554,05.07.2024,W000,37.275,0.06,0.18,0.002,0.006,0.001,0.004,0.02,99.727
,*78,857558,06.07.2024,W000,24.92,0.06,0.18,0.002,0.006,0.001,0.003,0.02,99.728
,*79,857562,06.07.2024,W000,30.952,0.06,0.14,0.002,0.009,0.001,0.003,0.02,99.765
,*80,857566,06.07.2024,W000,28.907,0.06,0.17,0.002,0.004,0.001,0.003,0.02,99.74
,*81,857570,07.07.2024,W000,32.92,0.05,0.17,0.003,0.01,0.001,0.003,0.02,99.743
,*82,857574,07.07.2024,W000,22.709,0.06,0.15,0.001,0.004,0.001,0.004,0.02,99.76
,*83,857578,08.07.2024,W000,12.41,0.06,0.14,0.003,0.004,0.001,0.004,0.02,99.768
,*84,857582,08.07.2024,W000,35.058,0.05,0.15,0.002,0.006,0.001,0.004,0.02,99.767
,*85,857586,08.07.2024,W000,24.843,0.05,0.15,0.002,0.009,0.001,0.004,0.02,99.764
,*86,857590,09.07.2024,W000,22.653,0.06,0.18,0.003,0.011,0.001,0.004,0.02,99.721
,*87,857594,09.07.2024,W000,33.052,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,*88,857598,10.07.2024,W000,18.611,0.05,0.14,0.001,0.003,0.001,0.003,0.02,99.782
,*89,857602,10.07.2024,W000,20.568,0.06,0.15,0.002,0.007,0.001,0.004,0.02,99.756
,*90,857606,11.07.2024,W000,33.239,0.06,0.16,0.002,0.006,0.001,0.004,0.02,99.747
,*91,857610,11.07.2024,W000,26.635,0.06,0.2,0.003,0.012,0.001,0.003,0.02,99.701
,*92,857614,11.07.2024,W000,5.319,0.06,0.18,0.001,0.003,0.001,0.004,0.02,99.731
,*93,857618,12.07.2024,W000,32.93,0.05,0.21,0.003,0.01,0.001,0.004,0.02,99.702
,*94,857622,12.07.2024,W000,25.133,0.05,0.2,0.001,0.001,0.001,0.004,0.02,99.723
,*95,857626,13.07.2024,W000,34.329,0.06,0.21,0.002,0.005,0.001,0.004,0.02,99.698
,*96,857630,13.07.2024,W000,31.723,0.06,0.18,0.001,0.013,0.001,0.004,0.02,99.721
,*97,857634,14.07.2024,W000,27.845,0.06,0.14,0.003,0.009,0.001,0.004,0.02,99.763
,*98,857638,14.07.2024,W000,29.194,0.06,0.2,0.002,0.007,0.001,0.004,0.02,99.706
,*99,857642,15.07.2024,W000,5.255,0.05,0.13,0.003,0.013,0.001,0.003,0.02,99.78
,*00,857644,15.07.2024,W000,10.117,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,*01,857648,15.07.2024,W000,29.918,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,*02,857652,15.07.2024,W000,22.013,0.06,0.21,0.002,0.005,0.001,0.004,0.02,99.698
,*03,857656,16.07.2024,W000,30.921,0.06,0.25,0.001,0.001,0.001,0.004,0.02,99.663
,*04,857660,16.07.2024,W000,34.631,0.05,0.15,0.001,0.002,0.001,0.004,0.02,99.772
,*05,857664,16.07.2024,W000,4.131,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,*06,857668,17.07.2024,W000,24.701,0.05,0.18,0.001,0.004,0.001,0.004,0.02,99.74
,*07,857672,17.07.2024,W000,24.756,0.05,0.17,0.002,0.01,0.001,0.004,0.02,99.743
,*08,857676,18.07.2024,W000,20.344,0.05,0.14,0.001,0.001,0.001,0.004,0.02,99.783
,*09,857678,18.07.2024,W000,28.87,0.05,0.15,0.001,0.003,0.001,0.004,0.02,99.771
,*10,857682,19.07.2024,W000,12.378,0.06,0.15,0.001,0.002,0.001,0.004,0.02,99.762
,*11,857686,19.07.2024,W000,27.002,0.06,0.17,0.001,0.001,0.001,0.003,0.02,99.744
,*12,857690,19.07.2024,W000,30.73,0.06,0.19,0.003,0.009,0.001,0.004,0.02,99.713
,*13,857694,20.07.2024,W000,30.749,0.06,0.2,0.001,0.001,0.001,0.004,0.02,99.713
,*14,857698,20.07.2024,W000,28.383,0.06,0.16,0.001,0.001,0.001,0.004,0.02,99.753
,*15,857702,20.07.2024,W000,15.824,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,*16,857706,21.07.2024,W000,33.279,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,*17,857710,21.07.2024,W000,24.95,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,*18,857714,22.07.2024,W000,33.4,0.06,0.21,0.001,0.002,0.001,0.004,0.02,99.702
,*19,857718,22.07.2024,W000,25.011,0.05,0.19,0.001,0.002,0.001,0.004,0.02,99.732
,*20,857722,22.07.2024,W000,16.638,0.05,0.17,0.001,0.003,0.001,0.003,0.02,99.752
,*21,857726,23.07.2024,W000,10.482,0.05,0.13,0.001,0.003,0.001,0.003,0.02,99.792
,*22,857730,24.07.2024,W000,33.627,0.06,0.19,0.002,0.007,0.001,0.004,0.02,99.716
,*23,857734,24.07.2024,W000,24.794,0.06,0.2,0.003,0.011,0.001,0.004,0.02,99.701
,*24,857738,24.07.2024,W000,2.107,0.05,0.23,0.001,0.002,0.001,0.004,0.02,99.692
,*25,857742,25.07.2024,W000,29.341,0.06,0.16,0.001,0.002,0.001,0.004,0.02,99.752
,*26,857746,25.07.2024,W000,27.036,0.06,0.21,0.001,0.003,0.001,0.004,0.02,99.701
,*27,857750,26.07.2024,W000,33.84,0.06,0.2,0.003,0.009,0.001,0.003,0.02,99.704
,*28,857754,26.07.2024,W000,28.858,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,*29,857758,26.07.2024,W000,16.703,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,*30,857762,27.07.2024,W000,27.433,0.06,0.18,0.002,0.007,0.001,0.004,0.02,99.726
,*31,857766,27.07.2024,W000,12.449,0.06,0.19,0.002,0.006,0.001,0.004,0.02,99.717
,*32,857770,28.07.2024,W000,30.158,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,*33,857774,28.07.2024,W000,25.111,0.06,0.18,0.001,0.003,0.001,0.003,0.02,99.732
,*34,857778,28.07.2024,W000,25.818,0.05,0.16,0.001,0.002,0.001,0.004,0.02,99.762
,*35,857782,29.07.2024,W000,24.923,0.06,0.21,0.001,0.001,0.001,0.004,0.02,99.703
,*36,857786,29.07.2024,W000,35.273,0.06,0.23,0.001,0.002,0.001,0.004,0.02,99.682
,*37,857790,29.07.2024,W000,4.209,0.06,0.25,0.002,0.008,0.001,0.004,0.02,99.655
,*38,857794,30.07.2024,W000,28.345,0.06,0.19,0.003,0.009,0.001,0.004,0.02,99.713
,*39,857798,30.07.2024,W000,29.074,0.06,0.25,0.002,0.009,0.001,0.004,0.02,99.654
,*40,857802,31.07.2024,W000,25.318,0.06,0.18,0.001,0.002,0.001,0.004,0.02,99.732
,*41,857806,31.07.2024,W000,22.726,0.06,0.28,0.001,0.002,0.001,0.004,0.02,99.632
,*42,857810,01.08.2024,W000,2.112,0.05,0.19,0.001,0.001,0.001,0.004,0.02,99.733
,*43,857814,01.08.2024,W000,22.599,0.05,0.22,0.003,0.01,0.001,0.004,0.02,99.692
,*44,857818,01.08.2024,W000,29.355,0.06,0.23,0.003,0.011,0.001,0.004,0.02,99.671
,*45,857822,02.08.2024,W000,21.801,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,*46,857826,02.08.2024,W000,31.775,0.06,0.21,0.001,0.003,0.001,0.004,0.02,99.701
,*47,857830,02.08.2024,W000,32.843,0.06,0.21,0.003,0.011,0.001,0.004,0.02,99.691
,*48,857834,03.08.2024,W000,25.7,0.06,0.18,0.001,0.003,0.001,0.004,0.02,99.731
,*49,857838,03.08.2024,W000,30.917,0.06,0.24,0.001,0.003,0.001,0.004,0.02,99.671
,*50,857842,04.08.2024,W000,15.976,0.06,0.2,0.002,0.007,0.001,0.004,0.02,99.706
,*51,857846,04.08.2024,W000,38.702,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,*52,857848,04.08.2024,W000,30.917,0.05,0.22,0.004,0.014,0.001,0.004,0.02,99.687
,*53,857850,05.08.2024,W000,31.449,0.06,0.19,0.002,0.005,0.001,0.004,0.02,99.718
,*54,857852,05.08.2024,W000,29.249,0.06,0.17,0.003,0.009,0.001,0.004,0.02,99.733
,*55,857856,05.08.2024,W000,20.037,0.06,0.15,0.001,0.001,0.001,0.003,0.02,99.764
,*56,857860,06.08.2024,W000,21.277,0.06,0.18,0.002,0.005,0.001,0.004,0.02,99.728
,*57,857862,06.08.2024,W000,4.171,0.06,0.23,0.001,0.002,0.001,0.004,0.02,99.682
,*58,857866,07.08.2024,W000,27.052,0.06,0.22,0.002,0.005,0.001,0.003,0.02,99.689
,*59,857870,07.08.2024,W000,29.1,0.06,0.16,0.003,0.008,0.001,0.003,0.02,99.745
,*60,857874,08.08.2024,W000,27.138,0.06,0.18,0.001,0.002,0.001,0.003,0.02,99.733
,*61,857878,08.08.2024,W000,24.415,0.06,0.17,0.005,0.014,0.001,0.004,0.02,99.726
,*62,857882,09.08.2024,W000,12.495,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,*63,857886,09.08.2024,W000,24.91,0.06,0.2,0.005,0.014,0.001,0.003,0.02,99.697
,*64,857890,09.08.2024,W000,32.426,0.06,0.16,0.001,0.001,0.001,0.003,0.02,99.754
,*65,857894,10.08.2024,W000,29.005,0.05,0.18,0.001,0.002,0.001,0.003,0.02,99.743
,*66,857898,10.08.2024,W000,24.696,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,*67,857902,10.08.2024,W000,4.144,0.05,0.17,0.001,0.002,0.001,0.003,0.02,99.753
,*68,857906,11.08.2024,W000,35.413,0.05,0.16,0.001,0.002,0.001,0.003,0.02,99.763
,*69,857910,11.08.2024,W000,29.001,0.05,0.14,0.002,0.007,0.001,0.003,0.02,99.777
,*70,857914,12.08.2024,W000,26.189,0.06,0.13,0.001,0.002,0.001,0.004,0.02,99.782
,*71,857918,12.08.2024,W000,22.312,0.05,0.14,0.001,0.004,0.001,0.003,0.02,99.781
,*72,857922,13.08.2024,W000,8.266,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,*73,857926,13.08.2024,W000,26.77,0.05,0.15,0.001,0.003,0.001,0.003,0.02,99.772
,*74,857930,14.08.2024,W000,14.518,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,*75,857934,14.08.2024,W000,28.148,0.06,0.19,0.001,0.002,0.001,0.003,0.02,99.723
,*76,857938,14.08.2024,W000,33.054,0.06,0.16,0.002,0.005,0.001,0.003,0.02,99.749
,*77,857942,15.08.2024,W000,33.319,0.06,0.19,0.002,0.003,0.001,0.003,0.02,99.721
,*78,857946,15.08.2024,W000,32.986,0.06,0.14,0.001,0.003,0.001,0.003,0.02,99.772
,*79,857950,16.08.2024,W000,14.395,0.06,0.2,0.001,0.003,0.001,0.003,0.02,99.712
,*80,857954,16.08.2024,W000,27.012,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,*81,857958,16.08.2024,W000,27.04,0.06,0.17,0.002,0.003,0.001,0.003,0.02,99.741
,*82,857962,16.08.2024,W000,6.224,0.06,0.22,0.002,0.006,0.001,0.003,0.02,99.688
,*83,857966,17.08.2024,W000,29.179,0.06,0.19,0.002,0.006,0.001,0.003,0.02,99.718
,*84,857970,17.08.2024,W000,24.722,0.06,0.15,0.003,0.006,0.001,0.003,0.02,99.757
,*85,857974,18.08.2024,W000,12.454,0.06,0.17,0.001,0.002,0.001,0.003,0.02,99.743
,*86,857978,18.08.2024,W000,29.355,0.06,0.14,0.001,0.003,0.001,0.003,0.02,99.772
,*87,857982,18.08.2024,W000,16.682,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,*88,857986,19.08.2024,W000,35.291,0.06,0.13,0.001,0.002,0.001,0.003,0.02,99.783
,*89,857990,19.08.2024,W000,31.398,0.06,0.17,0.002,0.006,0.001,0.003,0.02,99.738
,*90,857994,20.08.2024,W000,11.081,0.06,0.16,0.001,0.002,0.001,0.003,0.02,99.753
,*91,857996,21.08.2024,W000,27.011,0.05,0.2,0.001,0.002,0.001,0.003,0.02,99.723
,*92,858000,21.08.2024,W000,18.89,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,*93,858004,21.08.2024,W000,26.713,0.05,0.13,0.001,0.003,0.001,0.004,0.02,99.791
,*94,858008,22.08.2024,W000,25.633,0.05,0.15,0.001,0.002,0.001,0.003,0.02,99.773
,*95,858012,22.08.2024,W000,29.72,0.06,0.2,0.003,0.01,0.001,0.004,0.02,99.702
,*96,858016,23.08.2024,W000,4.063,0.06,0.15,0.002,0.005,0.001,0.003,0.02,99.759
,*97,858020,23.08.2024,W000,10.877,0.06,0.17,0.004,0.012,0.001,0.003,0.02,99.73
,*98,858024,23.08.2024,W000,17.185,0.06,0.15,0.001,0.002,0.001,0.003,0.02,99.763
,*99,858028,24.08.2024,W000,21.612,0.06,0.14,0.001,0.002,0.001,0.003,0.02,99.773
,*00,858032,24.08.2024,W000,25.94,0.05,0.19,0.004,0.013,0.001,0.004,0.02,99.718
,*01,858036,24.08.2024,W000,30.036,0.06,0.25,0.002,0.007,0.001,0.004,0.02,99.656
,*02,858040,25.08.2024,W000,30.793,0.06,0.17,0.001,0.002,0.001,0.004,0.02,99.742
,*03,858044,25.08.2024,W000,28.751,0.06,0.22,0.001,0.002,0.001,0.003,0.02,99.693
,*04,858048,25.08.2024,W000,22.509,0.06,0.25,0.004,0.008,0.001,0.004,0.02,99.653
,*05,858052,26.08.2024,W000,28.723,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,*06,858056,26.08.2024,W000,30.81,0.06,0.2,0.001,0.002,0.001,0.004,0.02,99.712
,*07,858060,27.08.2024,W000,25.116,0.06,0.2,0.002,0.002,0.001,0.003,0.02,99.712
,*08,858064,27.08.2024,W000,24.736,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,*09,858068,28.08.2024,W000,14.571,0.06,0.23,0.003,0.009,0.001,0.004,0.02,99.673
,*10,858072,28.08.2024,W000,29.135,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,*11,858076,28.08.2024,W000,30.77,0.06,0.22,0.003,0.011,0.001,0.004,0.02,99.681
,*12,858080,29.08.2024,W000,27.237,0.06,0.22,0.001,0.002,0.001,0.004,0.02,99.692
,*13,858084,29.08.2024,W000,24.982,0.06,0.22,0.002,0.004,0.001,0.004,0.02,99.689
,*14,858088,29.08.2024,W000,30.981,0.06,0.18,0.001,0.002,0.001,0.003,0.02,99.733
,*15,858092,30.08.2024,W000,19.943,0.06,0.24,0.001,0.002,0.001,0.004,0.02,99.672
,*16,858096,30.08.2024,W000,31.143,0.06,0.2,0.004,0.013,0.001,0.004,0.02,99.698
,*17,858100,31.08.2024,W000,12.479,0.06,0.23,0.001,0.002,0.001,0.004,0.02,99.682
,*18,858104,31.08.2024,W000,31.131,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
,*19,858108,31.08.2024,W000,22.257,0.06,0.19,0.001,0.002,0.001,0.004,0.02,99.722
